,0
PBCT,10
WAB,4
CI,6
GOOG,7
DHI,2
BKNG,7
IQV,4
FANG,9
AMGN,4
IDXX,1
MSFT,7
ETN,6
GPN,7
BEN,6
ADM,9
LNT,0
KEY,10
VTR,0
AES,0
HD,8
BWA,8
WELL,0
EXR,3
ABT,4
CPB,5
PNR,6
UDR,3
PPL,0
KMB,5
DLR,3
ATO,0
DISH,7
DPZ,4
LLY,6
NFLX,1
INCY,4
TPR,2
CVX,9
GPS,2
ILMN,1
VFC,2
LEG,1
EW,1
MAA,3
OXY,9
LUV,1
KR,5
BKR,6
CE,1
TDY,3
PXD,9
CCI,7
AAP,6
RL,4
PAYX,4
NDAQ,5
ALL,3
GL,10
AON,6
PEP,7
NTAP,5
ACN,2
WU,2
TT,4
IEX,6
TMUS,4
CDW,8
HSIC,5
NVR,5
AKAM,4
HBAN,10
L,3
JCI,7
PLD,0
GWW,6
RE,3
DISCA,4
NSC,1
ADBE,7
DHR,4
AMT,7
MPWR,7
CSCO,7
GILD,4
CAH,2
CAG,5
EBAY,8
RHI,3
MHK,4
RF,10
ITW,6
TER,2
LOW,2
HES,9
LNC,10
CBOE,8
AAPL,7
BIO,5
CVS,2
PEAK,0
ROP,10
CBRE,10
PM,7
ALK,1
BXP,3
IP,10
SRE,0
GPC,6
KMX,2
XOM,9
MAR,3
BAX,8
MOS,9
CCL,1
QCOM,2
TRMB,3
D,0
UAA,8
XRAY,4
APH,7
EMR,6
EL,5
URI,6
BRO,3
AEP,0
ABBV,5
VRTX,4
XYL,6
TDG,7
ED,0
AWK,0
MO,5
GS,10
AVGO,7
AVY,1
NKE,8
EXPE,1
STE,4
BSX,1
NCLH,1
SNPS,7
PCAR,2
UNH,1
EQIX,7
MDLZ,5
NWL,7
GIS,7
SBUX,5
EXC,0
LEN,2
WY,5
LDOS,3
ALGN,1
PFG,10
MA,7
GLW,4
GNRC,6
SIVB,2
PVH,8
HBI,1
UAL,1
JKHY,7
VLO,2
TWTR,2
DRE,0
ANTM,8
ABC,2
SPGI,8
ODFL,2
ANSS,5
STZ,1
GOOGL,7
ORLY,6
LKQ,8
UPS,6
ICE,6
AZO,6
BMY,2
SNA,8
K,7
IBM,8
ROK,5
NEM,9
ADI,7
MMC,6
BBWI,8
SHW,8
PKI,4
AMZN,7
CTAS,8
HCA,1
RCL,3
IPGP,5
PG,5
TYL,7
TECH,4
LYB,6
CHD,5
FRT,3
KIM,3
DISCK,4
MKC,5
BAC,10
IT,3
APD,5
XEL,0
HSY,5
PGR,3
MRK,9
EVRG,4
AVB,3
VTRS,7
ECL,8
REGN,5
IFF,5
LMT,3
RTX,8
HLT,3
DXC,7
LUMN,5
WEC,0
