,0
INTU,3
TMO,5
PKG,5
AOS,6
FCX,0
DVN,0
FLT,10
NTRS,4
FTNT,10
INTC,0
O,10
EOG,0
PRU,4
FDX,0
DIS,4
ETR,7
EA,10
NUE,5
ZION,4
ZBRA,3
FMC,0
STT,4
SLB,0
CAT,5
MTB,4
TSLA,3
CMG,10
TXT,0
LYV,6
CL,9
PFE,1
BRK-B,10
BR,5
CNP,7
AEE,7
ADP,6
EMN,5
NOW,3
WYNN,1
APA,0
KMI,0
APTV,5
GM,0
HST,1
CINF,4
AAL,6
WST,7
ATVI,10
CTXS,8
NLOK,10
ENPH,2
ESS,4
EFX,6
DLTR,5
POOL,2
ULTA,4
MLM,2
BLL,10
HAL,0
PPG,5
DE,5
VZ,10
HRL,8
HUM,7
RSG,7
STX,8
EQR,4
CMA,4
IRM,8
VRSN,3
ROST,4
AMP,4
NVDA,3
J,5
NWSA,6
JBHT,7
WHR,8
AMCR,1
CMCSA,1
NRG,4
PSA,9
MPC,0
SBAC,9
MU,1
SCHW,4
MCO,10
SJM,8
MGM,1
HIG,4
ABMD,1
LIN,5
PSX,0
VRSK,6
NI,7
PNW,7
CTSH,10
DTE,7
AJG,10
TRV,0
NEE,7
DVA,7
OMC,0
CRL,2
GD,6
TAP,9
CLX,9
CF,0
HPQ,6
PH,5
FITB,4
FAST,2
PEG,7
NXPI,3
MNST,10
DFS,4
IPG,0
MRO,0
MCHP,3
MET,4
C,4
A,5
HAS,6
JNJ,10
COP,0
CHTR,10
BDX,5
WAT,1
IVZ,0
CMS,7
TSCO,6
FISV,9
VMC,2
MS,4
KLAC,3
FE,5
ES,7
SO,7
DD,10
FFIV,10
LRCX,3
LHX,6
TJX,6
DUK,7
KO,10
BLK,10
NLSN,8
FB,3
AFL,4
JPM,4
SWKS,3
WM,7
EXPD,9
TFX,10
COO,7
DRI,1
HOLX,2
CRM,3
ALLE,8
BA,1
ORCL,9
SYK,1
DGX,2
TXN,3
JNPR,6
ISRG,1
TTWO,3
ALB,5
PTC,2
RMD,1
FIS,10
SYY,1
F,5
NOC,10
MAS,2
LVS,1
HII,0
MDT,1
NWS,8
T,5
BF-B,6
USB,4
WBA,8
CSX,0
MTD,5
PWR,0
V,10
AIZ,0
ZBH,1
DXCM,3
WMT,9
GE,8
WDC,8
OKE,0
GRMN,5
WMB,0
CHRW,5
MSI,9
BK,4
CTRA,0
MMM,6
TSN,0
PAYC,3
CNC,7
REG,4
PNC,4
SWK,6
CDNS,3
MCK,4
FRC,5
PENN,2
COST,9
RJF,4
MCD,10
SEE,6
CB,0
CERN,9
ARE,10
AME,6
SPG,1
UNP,10
MTCH,3
TFC,4
ADSK,3
DOV,5
ROL,2
TROW,10
HON,6
UHS,4
YUM,10
FBHS,2
AMD,3
ZTS,10
TEL,2
MKTX,6
AIG,0
CME,4
MSCI,10
AMAT,3
PHM,2
EIX,7
WFC,4
VNO,4
CMI,5
TGT,2
DAL,1
LH,2
BIIB,2
BBY,8
WRB,4
AXP,1
CPRT,3
DG,9
COF,6
PBCT,4
WAB,4
CI,10
GOOG,3
DHI,2
BKNG,1
IQV,3
FANG,0
AMGN,7
IDXX,3
MSFT,3
ETN,5
GPN,10
BEN,0
ADM,5
LNT,7
KEY,4
VTR,4
AES,2
HD,2
BWA,8
WELL,4
EXR,10
ABT,10
CPB,8
PNR,6
UDR,4
PPL,4
KMB,9
DLR,9
ATO,7
DISH,8
DPZ,10
LLY,2
NFLX,10
INCY,3
TPR,4
CVX,0
GPS,1
ILMN,3
VFC,5
LEG,2
EW,1
MAA,10
OXY,0
LUV,1
KR,8
BKR,4
CE,5
TDY,0
PXD,0
CCI,9
AAP,5
RL,4
PAYX,6
NDAQ,9
ALL,6
GL,4
AON,10
PEP,10
NTAP,8
ACN,10
WU,6
TT,5
IEX,5
TMUS,9
CDW,9
HSIC,1
NVR,2
AKAM,8
HBAN,4
L,0
JCI,5
PLD,9
GWW,0
RE,4
DISCA,8
NSC,0
ADBE,3
DHR,5
AMT,9
MPWR,2
CSCO,8
GILD,7
CAH,7
CAG,7
EBAY,8
RHI,4
MHK,0
RF,4
ITW,5
TER,3
LOW,2
HES,0
LNC,4
CBOE,9
AAPL,3
BIO,2
CVS,5
PEAK,0
ROP,6
CBRE,0
PM,10
ALK,1
BXP,4
IP,5
SRE,7
GPC,5
KMX,8
XOM,0
MAR,1
BAX,5
MOS,0
CCL,1
QCOM,5
TRMB,5
D,7
UAA,5
XRAY,1
APH,5
EMR,0
EL,1
URI,6
BRO,10
AEP,7
ABBV,10
VRTX,3
XYL,6
TDG,1
ED,7
AWK,7
MO,4
GS,4
AVGO,3
AVY,5
NKE,10
EXPE,1
STE,1
BSX,1
NCLH,4
SNPS,3
PCAR,5
UNH,7
EQIX,9
MDLZ,9
NWL,5
GIS,9
SBUX,10
EXC,7
LEN,2
WY,0
LDOS,1
ALGN,2
PFG,4
MA,1
GLW,5
GNRC,2
SIVB,5
PVH,4
HBI,4
UAL,1
JKHY,9
VLO,0
TWTR,6
DRE,9
ANTM,7
ABC,7
SPGI,10
ODFL,5
ANSS,3
STZ,1
GOOGL,3
ORLY,5
LKQ,0
UPS,5
ICE,10
AZO,9
BMY,3
SNA,0
K,9
IBM,8
ROK,6
NEM,5
ADI,3
MMC,10
BBWI,2
SHW,2
PKI,2
AMZN,3
CTAS,1
HCA,7
RCL,4
IPGP,3
PG,9
TYL,6
TECH,5
LYB,0
CHD,7
FRT,4
KIM,4
DISCK,5
MKC,7
BAC,4
IT,6
APD,1
XEL,7
HSY,9
PGR,7
MRK,10
EVRG,7
AVB,4
VTRS,2
ECL,6
REGN,3
IFF,0
LMT,10
RTX,1
HLT,1
DXC,10
LUMN,8
WEC,7
