,0
WELL,0
EXR,9
ABT,4
CPB,5
PNR,0
UDR,9
PPL,9
KMB,5
DLR,10
ATO,5
DISH,1
DPZ,1
LLY,9
NFLX,3
INCY,10
TPR,2
CVX,0
GPS,2
ILMN,10
VFC,2
LEG,7
EW,1
MAA,9
OXY,7
LUV,6
KR,3
BKR,8
CE,2
TDY,0
PXD,8
CCI,10
AAP,0
RL,2
PAYX,9
NDAQ,2
ALL,10
GL,9
AON,8
PEP,5
NTAP,6
ACN,8
WU,0
TT,2
IEX,1
TMUS,3
CDW,6
HSIC,6
NVR,1
AKAM,3
HBAN,7
L,1
JCI,10
PLD,0
GWW,4
RE,9
DISCA,1
NSC,1
ADBE,3
DHR,4
AMT,2
MPWR,0
CSCO,4
GILD,9
CAH,10
CAG,5
EBAY,5
RHI,6
MHK,0
RF,7
ITW,5
TER,0
LOW,0
HES,8
LNC,6
CBOE,7
AAPL,4
BIO,3
CVS,9
PEAK,10
ROP,10
CBRE,1
PM,7
ALK,6
BXP,0
IP,10
SRE,9
GPC,5
KMX,6
XOM,1
MAR,2
BAX,9
MOS,10
CCL,6
QCOM,0
TRMB,8
D,9
UAA,6
XRAY,7
APH,2
EMR,8
EL,2
URI,6
BRO,9
AEP,5
ABBV,4
VRTX,4
XYL,5
TDG,7
ED,9
AWK,5
MO,7
GS,4
AVGO,0
AVY,1
NKE,1
EXPE,2
STE,9
BSX,9
NCLH,6
SNPS,4
PCAR,4
UNH,7
EQIX,4
MDLZ,4
NWL,6
GIS,10
SBUX,4
EXC,9
LEN,2
WY,6
LDOS,9
ALGN,2
PFG,6
MA,4
GLW,9
GNRC,10
SIVB,1
PVH,6
HBI,0
UAL,6
JKHY,9
VLO,10
TWTR,3
DRE,4
ANTM,7
ABC,7
SPGI,10
ODFL,2
ANSS,10
STZ,8
GOOGL,4
ORLY,7
LKQ,7
UPS,7
ICE,10
AZO,0
BMY,9
SNA,0
K,5
IBM,6
ROK,5
NEM,5
ADI,0
MMC,0
BBWI,8
SHW,1
PKI,2
AMZN,3
CTAS,2
HCA,1
RCL,6
IPGP,0
PG,5
TYL,0
TECH,10
LYB,9
CHD,9
FRT,0
KIM,9
DISCK,1
MKC,9
BAC,7
IT,1
APD,9
XEL,9
HSY,5
PGR,10
MRK,10
EVRG,9
AVB,7
VTRS,10
ECL,8
REGN,5
IFF,2
LMT,9
RTX,7
HLT,0
DXC,8
LUMN,3
WEC,5
