,0
CBRE,7
PM,2
ALK,9
BXP,8
IP,10
SRE,4
GPC,0
KMX,0
XOM,3
MAR,0
BAX,6
MOS,9
CCL,9
QCOM,1
TRMB,9
D,6
UAA,9
XRAY,7
APH,4
EMR,10
EL,4
URI,9
BRO,8
AEP,6
ABBV,7
VRTX,2
XYL,10
TDG,7
ED,6
AWK,6
MO,10
GS,2
AVGO,7
AVY,5
NKE,5
EXPE,0
STE,8
BSX,5
NCLH,9
SNPS,1
PCAR,2
UNH,6
EQIX,2
MDLZ,2
NWL,9
GIS,8
SBUX,2
EXC,8
LEN,4
WY,9
LDOS,6
ALGN,4
PFG,9
MA,0
GLW,5
GNRC,4
SIVB,4
PVH,9
HBI,4
UAL,9
JKHY,5
VLO,10
TWTR,0
DRE,2
ANTM,6
ABC,7
SPGI,7
ODFL,4
ANSS,1
STZ,5
GOOGL,1
ORLY,6
LKQ,7
UPS,1
ICE,2
AZO,0
BMY,8
SNA,0
K,6
IBM,9
ROK,0
NEM,3
ADI,0
MMC,8
BBWI,5
SHW,5
PKI,2
AMZN,1
CTAS,4
HCA,7
RCL,9
IPGP,0
PG,2
TYL,1
TECH,1
LYB,4
CHD,3
FRT,8
KIM,4
DISCK,0
MKC,8
BAC,2
IT,7
APD,8
XEL,6
HSY,8
PGR,8
MRK,8
EVRG,6
AVB,6
VTRS,10
ECL,5
REGN,1
IFF,10
LMT,6
RTX,7
HLT,0
DXC,5
LUMN,3
WEC,6
