,0
HSIC,7
NVR,10
AKAM,7
HBAN,7
L,7
JCI,10
PLD,1
GWW,4
RE,1
DISCA,1
NSC,4
ADBE,0
DHR,6
AMT,8
MPWR,8
CSCO,0
GILD,8
CAH,0
CAG,2
EBAY,6
RHI,1
MHK,6
RF,7
ITW,0
TER,8
LOW,0
HES,9
LNC,7
CBOE,10
AAPL,5
BIO,6
CVS,0
PEAK,1
ROP,10
CBRE,7
PM,2
ALK,7
BXP,1
IP,10
SRE,3
GPC,4
KMX,1
XOM,9
MAR,8
BAX,5
MOS,10
CCL,8
QCOM,8
TRMB,10
D,3
UAA,4
XRAY,6
APH,8
EMR,10
EL,8
URI,10
BRO,7
AEP,3
ABBV,0
VRTX,0
XYL,4
TDG,8
ED,3
AWK,3
MO,2
GS,7
AVGO,8
AVY,5
NKE,4
EXPE,4
STE,0
BSX,5
NCLH,1
SNPS,8
PCAR,6
UNH,1
EQIX,2
MDLZ,2
NWL,0
GIS,2
SBUX,8
EXC,3
LEN,1
WY,7
LDOS,0
ALGN,5
PFG,4
MA,4
GLW,8
GNRC,4
SIVB,7
PVH,4
HBI,4
UAL,8
JKHY,8
VLO,10
TWTR,0
DRE,1
ANTM,4
ABC,0
SPGI,8
ODFL,7
ANSS,2
STZ,5
GOOGL,8
ORLY,10
LKQ,10
UPS,2
ICE,0
AZO,4
BMY,0
SNA,6
K,2
IBM,4
ROK,7
NEM,0
ADI,8
MMC,0
BBWI,10
SHW,6
PKI,6
AMZN,8
CTAS,10
HCA,5
RCL,10
IPGP,4
PG,2
TYL,0
TECH,10
LYB,9
CHD,2
FRT,1
KIM,1
DISCK,1
MKC,2
BAC,7
IT,0
APD,4
XEL,3
HSY,2
PGR,7
MRK,10
EVRG,5
AVB,1
VTRS,8
ECL,0
REGN,0
IFF,8
LMT,10
RTX,4
HLT,8
DXC,10
LUMN,6
WEC,3
