,0
INTU,0
TMO,6
PKG,10
AOS,10
FCX,9
DVN,9
FLT,8
NTRS,7
FTNT,10
INTC,8
O,1
EOG,9
PRU,7
FDX,4
DIS,1
ETR,3
EA,8
NUE,0
ZION,7
ZBRA,6
FMC,10
STT,7
SLB,9
CAT,10
MTB,7
TSLA,4
CMG,5
TXT,10
LYV,4
CL,2
PFE,0
BRK-B,4
BR,8
CNP,3
AEE,3
ADP,2
EMN,4
NOW,5
WYNN,10
APA,9
KMI,9
APTV,7
GM,4
HST,8
CINF,7
AAL,8
WST,5
ATVI,4
CTXS,4
NLOK,10
ENPH,4
ESS,1
EFX,8
DLTR,4
POOL,4
ULTA,10
MLM,10
BLL,8
HAL,9
PPG,8
DE,7
VZ,6
HRL,10
HUM,8
RSG,3
STX,8
EQR,1
CMA,7
IRM,1
VRSN,4
ROST,0
AMP,10
NVDA,1
J,10
NWSA,4
JBHT,4
WHR,6
AMCR,0
CMCSA,5
NRG,0
PSA,0
MPC,10
SBAC,8
MU,8
SCHW,7
MCO,10
SJM,2
MGM,8
HIG,7
ABMD,5
LIN,10
PSX,10
VRSK,10
NI,3
PNW,3
CTSH,4
DTE,3
AJG,0
TRV,7
NEE,3
DVA,10
OMC,2
CRL,8
GD,10
TAP,2
CLX,3
CF,10
HPQ,10
PH,4
FITB,7
FAST,10
PEG,3
NXPI,8
MNST,2
DFS,7
IPG,10
MRO,9
MCHP,8
MET,7
C,7
A,6
HAS,1
JNJ,0
COP,9
CHTR,5
BDX,5
WAT,6
IVZ,7
CMS,3
TSCO,0
FISV,2
VMC,10
MS,7
KLAC,1
FE,3
ES,3
SO,3
DD,10
FFIV,0
LRCX,8
LHX,0
TJX,4
DUK,3
KO,2
BLK,7
NLSN,6
FB,8
AFL,7
JPM,7
SWKS,8
WM,3
EXPD,1
TFX,10
COO,5
DRI,7
HOLX,5
CRM,8
ALLE,1
BA,7
ORCL,8
SYK,5
DGX,5
TXN,8
JNPR,7
ISRG,5
TTWO,0
ALB,9
PTC,5
RMD,0
FIS,8
SYY,2
F,4
NOC,0
MAS,6
LVS,0
HII,10
MDT,5
NWS,7
T,6
BF-B,4
USB,7
WBA,10
CSX,10
MTD,6
PWR,10
V,8
AIZ,7
ZBH,5
DXCM,5
WMT,0
GE,4
WDC,8
OKE,9
GRMN,1
WMB,9
CHRW,4
MSI,1
BK,7
CTRA,6
MMM,5
TSN,8
PAYC,8
CNC,5
REG,1
PNC,7
SWK,4
CDNS,1
MCK,0
FRC,7
PENN,10
COST,2
RJF,7
MCD,2
SEE,6
CB,0
CERN,5
ARE,10
AME,7
SPG,1
UNP,7
MTCH,8
TFC,7
ADSK,5
DOV,9
ROL,7
TROW,0
HON,0
UHS,5
YUM,0
FBHS,6
AMD,8
ZTS,0
TEL,8
MKTX,0
AIG,7
CME,10
MSCI,0
AMAT,8
PHM,1
EIX,3
WFC,7
VNO,1
CMI,4
TGT,10
DAL,8
LH,5
BIIB,0
BBY,10
WRB,7
AXP,7
CPRT,10
DG,0
COF,7
PBCT,10
WAB,4
CI,10
GOOG,8
DHI,1
BKNG,8
IQV,8
FANG,9
AMGN,0
IDXX,0
MSFT,8
ETN,0
GPN,6
BEN,0
ADM,2
LNT,3
KEY,7
VTR,1
AES,3
HD,4
BWA,4
WELL,1
EXR,1
ABT,5
CPB,2
PNR,4
UDR,1
PPL,3
KMB,2
DLR,1
ATO,3
DISH,8
DPZ,2
LLY,10
NFLX,5
INCY,0
TPR,1
CVX,9
GPS,4
ILMN,5
VFC,4
LEG,0
EW,5
MAA,1
OXY,9
LUV,5
KR,7
BKR,9
CE,9
TDY,0
PXD,9
CCI,8
AAP,9
RL,6
PAYX,0
NDAQ,5
ALL,7
GL,7
AON,0
PEP,2
NTAP,10
ACN,4
WU,4
TT,4
IEX,4
TMUS,0
CDW,1
