,0
INTU,9
TMO,8
PKG,6
AOS,0
FCX,0
DVN,3
FLT,3
NTRS,0
FTNT,9
INTC,9
O,3
EOG,3
PRU,0
FDX,2
DIS,1
ETR,5
EA,9
NUE,6
ZION,0
ZBRA,4
FMC,2
STT,0
SLB,3
CAT,0
MTB,0
TSLA,9
CMG,9
TXT,2
LYV,1
CL,7
PFE,8
BRK-B,10
BR,8
CNP,5
AEE,5
ADP,7
EMN,2
NOW,9
WYNN,1
APA,3
KMI,3
APTV,6
GM,2
HST,1
CINF,0
AAL,0
WST,8
ATVI,9
CTXS,7
NLOK,10
ENPH,4
ESS,1
EFX,5
DLTR,7
POOL,4
ULTA,6
MLM,0
BLL,2
HAL,0
PPG,2
DE,2
VZ,10
HRL,7
HUM,10
RSG,7
STX,6
EQR,3
CMA,0
IRM,7
VRSN,9
ROST,10
AMP,0
NVDA,4
J,0
NWSA,6
JBHT,10
WHR,4
AMCR,1
CMCSA,1
NRG,4
PSA,5
MPC,3
SBAC,7
MU,2
SCHW,0
MCO,4
SJM,7
MGM,1
HIG,0
ABMD,10
LIN,2
PSX,3
VRSK,7
NI,5
PNW,5
CTSH,9
DTE,5
AJG,10
TRV,0
NEE,7
DVA,4
OMC,6
CRL,2
GD,5
TAP,7
CLX,7
CF,2
HPQ,2
PH,2
FITB,0
FAST,4
PEG,5
NXPI,2
MNST,9
DFS,0
IPG,6
MRO,3
MCHP,2
MET,0
C,0
A,8
HAS,1
JNJ,8
COP,3
CHTR,5
BDX,8
WAT,1
IVZ,0
CMS,5
TSCO,7
FISV,1
VMC,0
MS,0
KLAC,2
FE,8
ES,5
SO,5
DD,2
FFIV,6
LRCX,2
LHX,10
TJX,3
DUK,5
KO,10
BLK,2
NLSN,6
FB,9
AFL,0
JPM,0
SWKS,2
WM,7
EXPD,7
TFX,8
COO,8
DRI,1
HOLX,4
CRM,9
ALLE,6
BA,3
ORCL,7
SYK,1
DGX,4
TXN,2
JNPR,7
ISRG,1
TTWO,9
ALB,2
PTC,9
RMD,8
FIS,10
SYY,1
F,6
NOC,10
MAS,4
LVS,6
HII,0
MDT,8
NWS,6
T,6
BF-B,7
USB,0
WBA,4
CSX,2
MTD,1
PWR,0
V,9
AIZ,0
ZBH,1
DXCM,9
WMT,7
GE,6
WDC,6
OKE,3
GRMN,7
WMB,3
CHRW,8
MSI,7
BK,0
CTRA,2
MMM,7
TSN,6
PAYC,1
CNC,10
REG,3
PNC,0
SWK,4
CDNS,9
MCK,3
FRC,0
PENN,9
COST,7
RJF,0
MCD,10
SEE,6
CB,0
CERN,8
ARE,10
AME,10
SPG,1
UNP,2
MTCH,4
TFC,0
ADSK,9
DOV,2
ROL,2
TROW,6
HON,0
UHS,10
YUM,6
FBHS,4
AMD,4
ZTS,10
TEL,2
MKTX,4
AIG,0
CME,8
MSCI,4
AMAT,2
PHM,4
EIX,5
WFC,0
VNO,3
CMI,0
TGT,4
DAL,6
LH,4
BIIB,4
BBY,4
WRB,1
AXP,1
CPRT,2
DG,7
COF,0
