,0
ALB,10
PTC,3
RMD,6
FIS,7
SYY,1
F,10
NOC,5
MAS,9
LVS,5
HII,1
MDT,0
NWS,8
T,8
BF-B,1
USB,4
WBA,10
CSX,4
MTD,3
PWR,5
V,7
AIZ,1
ZBH,0
DXCM,0
WMT,2
GE,10
WDC,8
OKE,3
GRMN,4
WMB,3
CHRW,10
MSI,7
BK,9
CTRA,4
MMM,10
TSN,2
PAYC,7
CNC,10
REG,2
PNC,4
SWK,1
CDNS,5
MCK,8
FRC,4
PENN,5
COST,2
RJF,4
MCD,7
SEE,4
CB,9
CERN,0
ARE,2
AME,1
SPG,2
UNP,10
MTCH,1
TFC,4
ADSK,5
DOV,1
ROL,0
TROW,9
HON,10
UHS,3
YUM,8
FBHS,1
AMD,10
ZTS,1
TEL,10
MKTX,7
AIG,9
CME,9
MSCI,7
AMAT,8
PHM,1
EIX,3
WFC,4
VNO,5
CMI,1
TGT,2
DAL,8
LH,10
BIIB,1
BBY,4
WRB,9
AXP,8
CPRT,1
DG,2
COF,1
PBCT,4
WAB,10
CI,3
GOOG,7
DHI,1
BKNG,5
IQV,0
FANG,3
AMGN,3
IDXX,0
MSFT,7
ETN,10
GPN,7
BEN,9
ADM,3
LNT,6
KEY,4
VTR,2
AES,6
HD,7
BWA,10
WELL,2
EXR,2
ABT,0
CPB,5
PNR,3
UDR,2
PPL,5
KMB,9
DLR,2
ATO,6
DISH,3
DPZ,1
LLY,6
NFLX,5
INCY,0
TPR,10
CVX,3
GPS,10
ILMN,0
VFC,4
LEG,5
EW,0
MAA,2
OXY,3
LUV,5
KR,5
BKR,3
CE,5
TDY,9
PXD,3
CCI,2
AAP,5
RL,10
PAYX,7
NDAQ,9
ALL,9
GL,4
AON,9
PEP,2
NTAP,3
ACN,7
WU,8
TT,0
IEX,1
TMUS,9
CDW,9
HSIC,5
NVR,1
AKAM,5
HBAN,4
L,9
JCI,10
PLD,2
GWW,4
RE,6
DISCA,10
NSC,1
ADBE,5
DHR,0
AMT,2
MPWR,8
CSCO,5
GILD,0
CAH,10
CAG,3
EBAY,2
RHI,1
MHK,5
RF,4
ITW,10
TER,8
LOW,4
HES,3
LNC,4
CBOE,9
AAPL,7
BIO,8
CVS,10
PEAK,2
ROP,0
CBRE,3
PM,8
ALK,8
BXP,2
IP,10
SRE,6
GPC,5
KMX,8
XOM,3
MAR,5
BAX,0
MOS,10
CCL,3
QCOM,8
TRMB,10
D,6
UAA,1
XRAY,10
APH,7
EMR,4
EL,6
URI,1
BRO,9
AEP,6
ABBV,0
VRTX,0
XYL,5
TDG,1
ED,6
AWK,6
MO,8
GS,4
AVGO,8
AVY,3
NKE,4
EXPE,5
STE,0
BSX,0
NCLH,3
SNPS,7
PCAR,1
UNH,10
EQIX,2
MDLZ,8
NWL,1
GIS,2
SBUX,7
EXC,6
LEN,1
WY,0
LDOS,1
ALGN,3
PFG,9
MA,7
GLW,1
GNRC,0
SIVB,4
PVH,1
HBI,4
UAL,1
JKHY,7
VLO,3
TWTR,5
DRE,2
ANTM,0
ABC,8
SPGI,7
ODFL,5
ANSS,5
STZ,10
GOOGL,7
ORLY,1
LKQ,1
UPS,5
ICE,9
AZO,1
BMY,10
SNA,10
K,8
IBM,3
ROK,4
NEM,1
ADI,8
MMC,9
BBWI,1
SHW,0
PKI,3
AMZN,7
CTAS,0
HCA,3
RCL,3
IPGP,1
PG,9
TYL,7
TECH,0
LYB,3
CHD,9
FRT,2
KIM,2
DISCK,10
MKC,2
BAC,4
IT,7
APD,9
XEL,6
HSY,2
PGR,9
MRK,9
EVRG,6
AVB,2
VTRS,10
ECL,9
REGN,0
IFF,10
LMT,5
RTX,1
HLT,5
DXC,1
LUMN,5
WEC,6
