,0
INTU,8
TMO,8
PKG,2
AOS,0
FCX,4
DVN,0
FLT,8
NTRS,1
FTNT,0
INTC,2
O,10
EOG,0
PRU,0
FDX,9
DIS,5
ETR,10
EA,2
NUE,0
ZION,0
ZBRA,0
FMC,4
STT,0
SLB,0
CAT,2
MTB,0
TSLA,4
CMG,4
TXT,5
LYV,4
CL,7
PFE,0
BRK-B,1
BR,5
CNP,8
AEE,10
ADP,7
EMN,3
NOW,2
WYNN,4
APA,0
KMI,7
APTV,4
GM,1
HST,0
CINF,3
AAL,4
WST,8
ATVI,5
CTXS,7
NLOK,0
ENPH,0
ESS,10
EFX,4
DLTR,9
POOL,9
ULTA,8
MLM,6
BLL,7
HAL,0
PPG,10
DE,1
VZ,7
HRL,6
HUM,6
RSG,7
STX,2
EQR,10
CMA,1
IRM,7
VRSN,9
ROST,9
AMP,0
NVDA,9
J,5
NWSA,0
JBHT,2
WHR,6
AMCR,9
CMCSA,2
NRG,9
PSA,7
MPC,1
SBAC,8
MU,2
SCHW,0
MCO,2
SJM,7
MGM,4
HIG,6
ABMD,0
LIN,2
PSX,1
VRSK,8
NI,9
PNW,10
CTSH,8
DTE,9
AJG,7
TRV,9
NEE,8
DVA,7
OMC,2
CRL,8
GD,5
TAP,1
CLX,7
CF,1
HPQ,8
PH,2
FITB,1
FAST,6
PEG,9
NXPI,10
MNST,2
DFS,10
IPG,3
MRO,0
MCHP,2
MET,0
C,1
A,2
HAS,0
JNJ,7
COP,1
CHTR,4
BDX,9
WAT,3
IVZ,3
CMS,10
TSCO,3
FISV,10
VMC,6
MS,0
KLAC,10
FE,9
ES,10
SO,10
DD,3
FFIV,0
LRCX,2
LHX,7
TJX,5
DUK,10
KO,8
BLK,3
NLSN,6
FB,2
AFL,9
JPM,1
SWKS,2
WM,7
EXPD,9
TFX,6
COO,9
DRI,4
HOLX,9
CRM,2
ALLE,8
BA,5
ORCL,5
SYK,5
DGX,3
TXN,2
JNPR,3
ISRG,5
TTWO,10
ALB,4
PTC,0
RMD,7
FIS,9
SYY,9
F,3
NOC,7
MAS,6
LVS,0
HII,8
MDT,8
NWS,2
T,7
BF-B,10
USB,0
WBA,5
CSX,6
MTD,6
PWR,5
V,5
AIZ,7
ZBH,1
DXCM,9
WMT,9
GE,1
WDC,4
OKE,1
GRMN,0
WMB,4
CHRW,2
MSI,3
BK,0
CTRA,7
MMM,6
TSN,4
PAYC,2
CNC,2
REG,10
PNC,1
SWK,10
CDNS,2
MCK,5
FRC,6
PENN,4
COST,7
RJF,0
MCD,9
SEE,10
CB,1
