,0
OXY,3
LUV,2
KR,4
BKR,5
CE,3
TDY,4
PXD,4
CCI,2
AAP,0
RL,2
PAYX,0
NDAQ,7
ALL,8
GL,1
AON,8
PEP,8
NTAP,9
ACN,9
WU,10
TT,3
IEX,3
TMUS,4
CDW,4
HSIC,4
NVR,2
AKAM,10
HBAN,1
L,4
JCI,5
PLD,8
GWW,5
RE,0
DISCA,4
NSC,2
ADBE,9
DHR,3
AMT,7
MPWR,7
CSCO,10
GILD,10
CAH,4
CAG,7
EBAY,0
RHI,7
MHK,7
RF,1
ITW,3
TER,2
LOW,7
HES,5
LNC,1
CBOE,5
AAPL,9
BIO,10
CVS,0
PEAK,8
ROP,3
CBRE,5
PM,2
ALK,0
BXP,8
IP,8
SRE,6
GPC,0
KMX,5
XOM,0
MAR,1
BAX,9
MOS,2
CCL,1
QCOM,2
TRMB,4
D,6
UAA,7
XRAY,5
APH,9
EMR,3
EL,10
URI,3
BRO,8
AEP,6
ABBV,0
VRTX,7
XYL,3
TDG,3
ED,6
AWK,6
MO,2
GS,1
AVGO,9
AVY,3
NKE,5
EXPE,7
STE,10
BSX,10
NCLH,4
SNPS,10
PCAR,0
UNH,3
EQIX,10
MDLZ,8
NWL,4
GIS,5
SBUX,7
EXC,6
LEN,2
WY,2
LDOS,4
ALGN,3
PFG,1
MA,9
GLW,2
GNRC,3
SIVB,7
PVH,7
HBI,4
UAL,2
JKHY,4
VLO,5
TWTR,9
DRE,8
ANTM,0
ABC,4
SPGI,10
ODFL,7
ANSS,9
STZ,10
GOOGL,9
ORLY,4
LKQ,0
UPS,0
ICE,10
AZO,2
BMY,0
SNA,0
K,7
IBM,2
ROK,3
NEM,8
ADI,2
MMC,8
BBWI,2
SHW,3
PKI,3
AMZN,7
CTAS,9
HCA,0
RCL,4
IPGP,10
PG,2
TYL,9
TECH,10
LYB,3
CHD,8
FRT,8
KIM,8
DISCK,4
MKC,8
BAC,1
IT,4
APD,8
XEL,6
HSY,8
PGR,10
MRK,8
EVRG,6
AVB,8
VTRS,10
ECL,8
REGN,9
IFF,5
LMT,5
RTX,7
HLT,0
DXC,9
LUMN,5
WEC,6
