,0
INTU,9
TMO,9
PKG,1
AOS,4
FCX,0
DVN,8
FLT,9
NTRS,2
FTNT,0
INTC,4
O,3
EOG,8
PRU,2
FDX,1
DIS,10
ETR,3
EA,10
NUE,1
ZION,2
ZBRA,8
FMC,10
STT,2
SLB,8
CAT,1
MTB,2
TSLA,0
CMG,7
TXT,8
LYV,5
CL,7
PFE,4
BRK-B,7
BR,9
CNP,10
AEE,3
ADP,9
EMN,4
NOW,9
WYNN,6
APA,8
KMI,10
APTV,4
GM,4
HST,1
CINF,7
AAL,8
WST,7
ATVI,9
CTXS,4
NLOK,9
ENPH,5
ESS,6
EFX,0
DLTR,8
POOL,10
ULTA,5
MLM,1
BLL,5
HAL,8
PPG,10
DE,1
VZ,8
HRL,7
HUM,10
RSG,7
STX,4
EQR,6
CMA,2
IRM,1
VRSN,9
ROST,0
AMP,2
NVDA,4
J,8
NWSA,8
JBHT,1
WHR,4
AMCR,10
CMCSA,0
NRG,6
PSA,10
MPC,10
SBAC,10
MU,8
SCHW,2
MCO,9
SJM,7
MGM,5
HIG,7
ABMD,0
LIN,0
PSX,10
VRSK,10
NI,3
PNW,3
CTSH,9
DTE,3
AJG,7
TRV,7
NEE,3
DVA,8
OMC,8
CRL,9
GD,1
TAP,6
CLX,7
CF,1
HPQ,0
PH,1
FITB,2
FAST,10
PEG,3
NXPI,4
MNST,5
DFS,2
IPG,8
MRO,8
MCHP,4
MET,2
C,2
A,10
HAS,1
JNJ,0
COP,8
CHTR,7
BDX,9
WAT,10
IVZ,2
CMS,3
TSCO,8
FISV,9
VMC,1
MS,2
KLAC,4
FE,3
ES,3
SO,3
DD,6
FFIV,0
LRCX,4
LHX,9
TJX,1
DUK,3
KO,7
BLK,0
NLSN,10
FB,0
AFL,7
JPM,2
SWKS,8
WM,10
EXPD,1
TFX,0
COO,5
DRI,1
HOLX,7
CRM,9
ALLE,1
BA,10
ORCL,10
SYK,0
DGX,1
TXN,4
JNPR,4
ISRG,0
TTWO,5
ALB,0
PTC,1
RMD,0
FIS,5
SYY,7
F,4
NOC,10
MAS,1
LVS,2
HII,8
MDT,7
NWS,8
T,4
BF-B,7
USB,2
WBA,8
CSX,1
MTD,0
PWR,10
V,9
AIZ,7
ZBH,0
DXCM,5
WMT,10
GE,10
WDC,4
OKE,1
GRMN,10
WMB,0
CHRW,5
MSI,10
BK,2
CTRA,8
MMM,4
TSN,1
PAYC,9
CNC,8
REG,6
PNC,2
SWK,1
CDNS,0
MCK,10
FRC,2
PENN,10
COST,10
RJF,2
MCD,7
SEE,5
CB,7
CERN,0
ARE,6
AME,1
SPG,10
UNP,1
MTCH,5
TFC,2
ADSK,5
DOV,1
ROL,7
TROW,0
HON,9
UHS,8
YUM,10
FBHS,1
AMD,6
ZTS,9
TEL,4
MKTX,10
AIG,2
CME,7
MSCI,5
AMAT,4
PHM,1
EIX,3
WFC,2
VNO,6
