,0
CMI,1
TGT,7
DAL,8
LH,0
BIIB,1
BBY,6
WRB,7
AXP,0
CPRT,5
DG,7
COF,2
PBCT,2
WAB,10
CI,10
GOOG,0
DHI,10
BKNG,0
IQV,9
FANG,8
AMGN,0
IDXX,9
MSFT,9
ETN,1
GPN,9
BEN,2
ADM,0
LNT,3
KEY,2
VTR,6
AES,6
HD,10
BWA,4
WELL,6
EXR,6
ABT,5
CPB,7
PNR,1
UDR,6
PPL,10
KMB,7
DLR,10
ATO,3
DISH,4
DPZ,10
LLY,10
NFLX,0
INCY,0
TPR,10
CVX,6
GPS,2
ILMN,0
VFC,1
LEG,1
EW,0
MAA,6
OXY,2
LUV,4
KR,1
BKR,5
CE,1
TDY,7
PXD,8
CCI,6
AAP,8
RL,10
PAYX,9
NDAQ,7
ALL,5
GL,2
AON,7
PEP,10
NTAP,5
ACN,9
WU,4
TT,4
IEX,5
TMUS,0
CDW,0
HSIC,0
NVR,10
AKAM,0
HBAN,2
L,7
JCI,5
PLD,6
GWW,1
RE,7
DISCA,5
NSC,1
ADBE,9
DHR,5
AMT,10
MPWR,8
CSCO,0
GILD,1
CAH,8
CAG,7
EBAY,0
RHI,1
MHK,4
RF,2
ITW,1
TER,5
LOW,1
HES,4
LNC,2
CBOE,10
AAPL,0
BIO,7
CVS,0
PEAK,6
ROP,5
CBRE,9
PM,8
ALK,1
BXP,6
IP,1
SRE,3
GPC,8
KMX,8
XOM,0
MAR,10
BAX,8
MOS,10
CCL,8
QCOM,10
TRMB,4
D,6
UAA,9
XRAY,8
APH,1
EMR,1
EL,7
URI,10
BRO,7
AEP,3
ABBV,0
VRTX,0
XYL,1
TDG,10
ED,3
AWK,3
MO,7
GS,2
AVGO,4
AVY,1
NKE,6
EXPE,10
STE,0
BSX,9
NCLH,0
SNPS,9
PCAR,8
UNH,0
EQIX,6
MDLZ,8
NWL,4
GIS,7
SBUX,7
EXC,3
LEN,10
WY,4
LDOS,5
ALGN,0
PFG,2
MA,9
GLW,4
GNRC,5
SIVB,2
PVH,1
HBI,1
UAL,0
JKHY,5
VLO,10
TWTR,4
DRE,6
ANTM,10
ABC,8
SPGI,9
ODFL,1
ANSS,9
STZ,6
GOOGL,0
ORLY,8
LKQ,10
UPS,0
ICE,7
AZO,8
BMY,7
SNA,10
K,7
IBM,8
ROK,1
NEM,0
ADI,4
MMC,5
BBWI,2
SHW,1
PKI,0
AMZN,0
CTAS,9
HCA,8
RCL,0
IPGP,4
PG,8
TYL,5
TECH,5
LYB,4
CHD,8
FRT,6
KIM,6
DISCK,4
MKC,7
BAC,2
IT,0
APD,10
XEL,3
HSY,7
PGR,5
MRK,0
EVRG,3
AVB,6
VTRS,4
ECL,9
REGN,8
IFF,10
LMT,10
RTX,1
HLT,10
DXC,10
LUMN,8
WEC,3
