,0
BXP,10
IP,9
SRE,2
GPC,6
KMX,9
XOM,5
MAR,1
BAX,6
MOS,4
CCL,5
QCOM,3
TRMB,8
D,2
UAA,10
XRAY,1
APH,8
EMR,3
EL,1
URI,3
BRO,6
AEP,2
ABBV,4
VRTX,9
XYL,9
TDG,0
ED,2
AWK,2
MO,6
GS,7
AVGO,8
AVY,5
NKE,0
EXPE,10
STE,1
BSX,9
NCLH,0
SNPS,8
PCAR,1
UNH,1
EQIX,10
MDLZ,2
NWL,0
GIS,3
SBUX,1
EXC,9
LEN,5
WY,0
LDOS,4
ALGN,10
PFG,3
MA,1
GLW,0
GNRC,6
SIVB,7
PVH,10
HBI,5
UAL,6
JKHY,8
VLO,5
TWTR,5
DRE,10
ANTM,5
ABC,5
SPGI,0
ODFL,3
ANSS,1
STZ,1
GOOGL,1
ORLY,5
LKQ,0
UPS,6
ICE,4
AZO,3
BMY,0
SNA,6
K,4
IBM,6
ROK,3
NEM,0
ADI,1
MMC,6
BBWI,5
SHW,0
PKI,1
AMZN,1
CTAS,8
HCA,9
RCL,0
IPGP,0
PG,6
TYL,6
TECH,9
LYB,10
CHD,1
FRT,10
KIM,10
DISCK,4
MKC,9
BAC,7
IT,8
APD,5
XEL,2
HSY,4
PGR,3
MRK,5
EVRG,3
AVB,10
VTRS,0
ECL,8
REGN,9
IFF,4
LMT,0
RTX,9
HLT,8
DXC,8
LUMN,5
WEC,2
