,0
INTU,10
TMO,4
PKG,3
AOS,3
FCX,0
DVN,0
FLT,2
NTRS,1
FTNT,4
INTC,2
O,9
EOG,0
PRU,1
FDX,2
DIS,3
ETR,8
EA,3
NUE,3
ZION,1
ZBRA,6
FMC,2
STT,1
SLB,0
CAT,5
MTB,1
TSLA,9
CMG,9
TXT,3
LYV,9
CL,7
PFE,5
BRK-B,1
BR,6
CNP,5
AEE,8
ADP,10
EMN,0
NOW,2
WYNN,3
APA,6
KMI,3
APTV,5
GM,5
HST,9
CINF,7
AAL,3
WST,2
ATVI,10
CTXS,6
NLOK,3
ENPH,1
ESS,9
EFX,10
DLTR,10
POOL,10
ULTA,10
MLM,3
BLL,2
HAL,0
PPG,3
DE,0
VZ,7
HRL,7
HUM,7
RSG,10
STX,2
EQR,9
CMA,1
IRM,9
VRSN,4
ROST,9
AMP,1
NVDA,4
J,0
NWSA,3
JBHT,5
WHR,0
AMCR,0
CMCSA,7
NRG,3
PSA,9
MPC,9
SBAC,2
MU,9
SCHW,1
MCO,2
SJM,7
MGM,2
HIG,10
ABMD,10
LIN,0
PSX,9
VRSK,2
NI,8
PNW,8
CTSH,7
DTE,8
AJG,10
TRV,7
NEE,8
DVA,3
OMC,7
CRL,2
GD,5
TAP,7
CLX,7
CF,0
HPQ,5
PH,5
FITB,1
FAST,5
PEG,8
NXPI,6
MNST,7
DFS,1
IPG,0
MRO,0
MCHP,2
MET,1
C,1
A,4
HAS,6
JNJ,4
COP,0
CHTR,3
BDX,4
WAT,4
IVZ,5
CMS,8
TSCO,3
FISV,10
VMC,0
MS,1
KLAC,9
FE,8
ES,8
SO,8
DD,0
FFIV,10
LRCX,9
LHX,2
TJX,10
DUK,8
KO,7
BLK,5
NLSN,6
FB,2
AFL,2
JPM,1
SWKS,9
WM,10
EXPD,7
TFX,6
COO,4
DRI,9
HOLX,4
CRM,2
ALLE,10
BA,0
ORCL,2
SYK,4
DGX,4
TXN,2
JNPR,0
ISRG,4
TTWO,3
ALB,4
PTC,2
RMD,6
FIS,2
SYY,7
F,5
NOC,10
MAS,4
LVS,3
HII,10
MDT,4
NWS,3
T,7
BF-B,7
USB,1
WBA,3
CSX,6
MTD,4
PWR,5
V,6
AIZ,10
ZBH,4
DXCM,2
WMT,10
GE,2
WDC,2
OKE,3
GRMN,0
WMB,0
CHRW,10
MSI,2
BK,1
CTRA,10
MMM,5
TSN,3
PAYC,2
CNC,7
REG,9
PNC,1
SWK,3
CDNS,6
MCK,2
FRC,1
PENN,6
COST,7
RJF,1
MCD,7
SEE,0
CB,10
CERN,2
ARE,9
AME,0
SPG,9
UNP,6
MTCH,9
TFC,1
ADSK,2
DOV,0
ROL,10
TROW,5
HON,3
UHS,4
YUM,3
FBHS,2
AMD,6
ZTS,10
TEL,3
MKTX,10
AIG,1
CME,7
MSCI,10
AMAT,6
PHM,10
EIX,8
WFC,1
VNO,9
CMI,0
TGT,10
DAL,3
LH,6
BIIB,4
BBY,10
WRB,10
AXP,3
CPRT,10
DG,10
COF,1
PBCT,1
WAB,0
CI,5
GOOG,6
DHI,0
BKNG,2
IQV,10
FANG,0
AMGN,4
IDXX,4
MSFT,6
ETN,5
