,0
MAS,3
LVS,10
HII,4
MDT,10
NWS,1
T,6
BF-B,3
USB,9
WBA,4
CSX,6
MTD,3
PWR,3
V,7
AIZ,4
ZBH,1
DXCM,1
WMT,8
GE,9
WDC,5
OKE,6
GRMN,1
WMB,2
CHRW,6
MSI,4
BK,9
CTRA,1
MMM,6
TSN,10
PAYC,7
CNC,6
REG,8
PNC,9
SWK,3
CDNS,7
MCK,1
FRC,9
PENN,2
COST,10
RJF,9
MCD,1
SEE,5
CB,10
CERN,5
ARE,8
AME,3
SPG,8
UNP,6
MTCH,5
TFC,9
ADSK,5
DOV,3
ROL,5
TROW,4
HON,3
UHS,6
YUM,9
FBHS,5
AMD,5
ZTS,10
TEL,3
MKTX,10
AIG,10
CME,4
MSCI,7
AMAT,10
PHM,6
EIX,0
WFC,9
VNO,8
CMI,3
TGT,4
DAL,4
LH,1
BIIB,6
BBY,6
WRB,10
AXP,10
CPRT,5
DG,8
COF,1
PBCT,9
WAB,9
CI,4
GOOG,5
DHI,5
BKNG,5
IQV,1
FANG,6
AMGN,1
IDXX,7
MSFT,7
ETN,3
GPN,7
BEN,10
ADM,4
LNT,0
KEY,9
VTR,8
AES,6
HD,6
BWA,2
WELL,8
EXR,8
ABT,1
CPB,10
PNR,3
UDR,8
PPL,8
KMB,6
DLR,10
ATO,0
DISH,4
DPZ,4
LLY,1
NFLX,6
INCY,5
TPR,9
CVX,3
GPS,5
ILMN,4
VFC,1
LEG,1
EW,1
MAA,8
OXY,4
LUV,9
KR,4
BKR,1
CE,5
TDY,6
PXD,6
CCI,8
AAP,2
RL,6
PAYX,7
NDAQ,9
ALL,9
GL,10
AON,10
PEP,0
NTAP,7
ACN,7
WU,4
TT,3
IEX,3
TMUS,4
CDW,9
HSIC,10
NVR,6
AKAM,5
HBAN,9
L,10
JCI,3
PLD,8
GWW,2
RE,10
DISCA,4
NSC,6
ADBE,7
DHR,1
AMT,1
MPWR,5
CSCO,10
GILD,1
CAH,1
CAG,6
EBAY,1
RHI,6
MHK,1
RF,9
ITW,3
TER,5
LOW,1
HES,2
LNC,9
CBOE,8
AAPL,4
BIO,6
CVS,1
PEAK,8
ROP,10
CBRE,1
PM,8
ALK,5
BXP,8
IP,3
SRE,0
GPC,2
KMX,5
XOM,1
MAR,6
BAX,1
MOS,1
CCL,1
QCOM,5
TRMB,5
D,0
UAA,6
XRAY,4
APH,7
EMR,3
EL,1
URI,5
BRO,6
AEP,0
ABBV,6
VRTX,6
XYL,3
TDG,5
ED,0
AWK,0
MO,6
GS,9
AVGO,4
AVY,8
NKE,10
EXPE,6
STE,10
BSX,4
NCLH,1
SNPS,5
PCAR,9
UNH,6
EQIX,2
MDLZ,4
NWL,5
GIS,6
SBUX,1
EXC,8
LEN,5
WY,5
LDOS,1
ALGN,5
PFG,9
MA,7
GLW,1
GNRC,4
SIVB,2
PVH,2
HBI,4
UAL,1
JKHY,1
VLO,2
TWTR,10
DRE,8
ANTM,1
ABC,1
SPGI,7
ODFL,6
ANSS,7
STZ,9
GOOGL,5
ORLY,2
LKQ,5
UPS,9
ICE,9
AZO,2
BMY,6
SNA,9
K,6
IBM,9
ROK,5
NEM,10
ADI,5
MMC,10
BBWI,6
SHW,3
PKI,3
AMZN,7
CTAS,1
HCA,6
RCL,3
IPGP,7
PG,8
TYL,7
TECH,6
LYB,2
CHD,0
FRT,8
KIM,4
DISCK,4
MKC,4
BAC,9
IT,3
APD,6
XEL,0
HSY,2
PGR,1
MRK,10
EVRG,0
AVB,8
VTRS,1
ECL,10
REGN,6
IFF,6
LMT,4
RTX,4
HLT,4
DXC,3
LUMN,5
WEC,0
