,0
NOC,10
MAS,9
LVS,10
HII,4
MDT,3
NWS,8
T,9
BF-B,6
USB,2
WBA,10
CSX,9
MTD,3
PWR,10
V,7
AIZ,4
ZBH,9
DXCM,4
WMT,4
GE,9
WDC,6
OKE,7
GRMN,1
WMB,6
CHRW,3
MSI,8
BK,2
CTRA,7
MMM,4
TSN,8
PAYC,7
CNC,0
REG,4
PNC,2
SWK,3
CDNS,6
MCK,4
FRC,2
PENN,9
COST,7
RJF,2
MCD,9
SEE,4
CB,4
CERN,0
ARE,6
AME,0
SPG,7
UNP,10
MTCH,0
TFC,2
ADSK,8
DOV,0
ROL,9
TROW,9
HON,9
UHS,10
YUM,0
FBHS,10
AMD,0
ZTS,3
TEL,3
MKTX,10
AIG,9
CME,7
MSCI,7
AMAT,6
PHM,8
EIX,5
WFC,10
VNO,6
CMI,0
TGT,1
DAL,1
LH,9
BIIB,9
BBY,1
WRB,0
AXP,4
CPRT,4
DG,0
COF,2
PBCT,2
WAB,10
CI,1
GOOG,6
DHI,0
BKNG,6
IQV,4
FANG,10
AMGN,0
IDXX,7
MSFT,7
ETN,9
GPN,0
BEN,9
ADM,0
LNT,5
KEY,2
VTR,4
AES,8
HD,9
BWA,0
WELL,1
EXR,7
ABT,8
CPB,8
PNR,3
UDR,6
PPL,5
KMB,1
DLR,6
ATO,5
DISH,1
DPZ,3
LLY,9
NFLX,1
INCY,9
TPR,3
CVX,1
GPS,3
ILMN,3
VFC,0
LEG,0
EW,7
MAA,7
OXY,1
LUV,1
KR,1
BKR,9
CE,0
TDY,10
PXD,10
CCI,4
AAP,9
RL,1
PAYX,8
NDAQ,7
ALL,4
GL,2
AON,10
PEP,6
NTAP,3
ACN,8
WU,7
TT,10
IEX,10
TMUS,4
CDW,9
HSIC,8
NVR,4
AKAM,8
HBAN,2
L,2
JCI,9
PLD,6
GWW,6
RE,7
DISCA,1
NSC,10
ADBE,4
DHR,3
AMT,0
MPWR,10
CSCO,9
GILD,9
CAH,9
CAG,8
EBAY,0
RHI,10
MHK,3
RF,2
ITW,6
TER,1
LOW,9
HES,6
LNC,2
CBOE,3
AAPL,8
BIO,8
CVS,4
PEAK,8
ROP,3
CBRE,0
PM,9
ALK,4
BXP,4
IP,9
SRE,8
GPC,0
KMX,9
XOM,1
MAR,8
BAX,3
MOS,10
CCL,10
QCOM,1
TRMB,0
D,6
UAA,0
XRAY,6
APH,3
EMR,9
EL,8
URI,4
BRO,3
AEP,5
ABBV,6
VRTX,8
XYL,0
TDG,0
ED,5
AWK,5
MO,6
GS,2
AVGO,8
AVY,1
NKE,7
EXPE,8
STE,8
BSX,3
NCLH,4
SNPS,3
PCAR,0
UNH,1
EQIX,8
MDLZ,9
NWL,1
GIS,6
SBUX,0
EXC,5
LEN,1
WY,1
LDOS,4
ALGN,0
PFG,2
MA,7
GLW,9
GNRC,3
SIVB,10
PVH,8
HBI,10
UAL,1
JKHY,4
VLO,10
TWTR,10
DRE,8
ANTM,1
ABC,4
SPGI,3
ODFL,1
ANSS,6
STZ,4
GOOGL,6
ORLY,1
LKQ,8
UPS,9
ICE,0
AZO,0
BMY,9
SNA,0
K,8
IBM,9
ROK,9
NEM,6
ADI,6
MMC,10
BBWI,8
SHW,3
PKI,3
AMZN,4
CTAS,4
HCA,0
RCL,6
IPGP,3
PG,1
TYL,7
TECH,3
LYB,0
CHD,5
FRT,6
KIM,6
DISCK,9
MKC,7
BAC,2
IT,0
APD,9
XEL,5
HSY,10
PGR,4
MRK,10
EVRG,6
AVB,10
VTRS,9
ECL,5
REGN,9
IFF,6
LMT,0
RTX,10
HLT,0
DXC,6
LUMN,1
WEC,5
