,0
SIVB,6
PVH,9
HBI,0
UAL,8
JKHY,4
VLO,3
TWTR,9
DRE,2
ANTM,9
ABC,2
SPGI,3
ODFL,3
ANSS,4
STZ,4
GOOGL,4
ORLY,7
LKQ,5
UPS,3
ICE,7
AZO,9
BMY,10
SNA,7
K,8
IBM,2
ROK,0
NEM,0
ADI,4
MMC,0
BBWI,10
SHW,5
PKI,5
AMZN,4
CTAS,0
HCA,7
RCL,5
IPGP,4
PG,2
TYL,2
TECH,0
LYB,8
CHD,7
FRT,7
KIM,2
DISCK,8
MKC,7
BAC,6
IT,2
APD,7
XEL,1
HSY,2
PGR,0
MRK,5
EVRG,1
AVB,2
VTRS,0
ECL,5
REGN,7
IFF,5
LMT,10
RTX,8
HLT,9
DXC,5
LUMN,9
WEC,1
