,0
LNT,7
KEY,5
VTR,8
AES,4
HD,2
BWA,2
WELL,8
EXR,8
ABT,6
CPB,9
PNR,2
UDR,8
PPL,10
KMB,0
DLR,9
ATO,9
DISH,1
DPZ,9
LLY,1
NFLX,4
INCY,2
TPR,2
CVX,6
GPS,2
ILMN,0
VFC,6
LEG,4
EW,8
MAA,8
OXY,4
LUV,3
KR,1
BKR,9
CE,10
TDY,1
PXD,4
CCI,8
AAP,9
RL,3
PAYX,1
NDAQ,1
ALL,4
GL,5
AON,9
PEP,6
NTAP,3
ACN,10
WU,10
TT,6
IEX,2
TMUS,0
CDW,0
HSIC,9
NVR,9
AKAM,3
HBAN,5
L,8
JCI,0
PLD,8
GWW,6
RE,6
DISCA,4
NSC,4
ADBE,3
DHR,9
AMT,8
MPWR,2
CSCO,10
GILD,1
CAH,0
CAG,6
EBAY,2
RHI,3
MHK,2
RF,5
ITW,0
TER,2
LOW,3
HES,5
LNC,5
CBOE,10
AAPL,4
BIO,4
CVS,9
PEAK,8
ROP,10
CBRE,6
PM,6
ALK,5
BXP,8
IP,2
SRE,7
GPC,0
KMX,3
XOM,6
MAR,4
BAX,10
MOS,2
CCL,0
QCOM,2
TRMB,4
D,7
UAA,2
XRAY,9
APH,0
EMR,2
EL,0
URI,2
BRO,5
AEP,7
ABBV,10
VRTX,1
XYL,8
TDG,2
ED,7
AWK,7
MO,10
GS,5
AVGO,2
AVY,6
NKE,0
EXPE,3
STE,1
BSX,9
NCLH,6
SNPS,9
PCAR,6
UNH,9
EQIX,1
MDLZ,10
NWL,4
GIS,4
SBUX,1
EXC,7
LEN,2
WY,2
LDOS,5
ALGN,2
PFG,6
MA,10
GLW,0
GNRC,6
SIVB,5
PVH,3
HBI,3
UAL,3
JKHY,1
VLO,4
TWTR,10
DRE,8
ANTM,1
ABC,5
SPGI,3
ODFL,0
ANSS,1
STZ,9
GOOGL,3
ORLY,1
LKQ,3
UPS,0
ICE,4
AZO,0
BMY,3
SNA,6
K,9
IBM,9
ROK,6
NEM,9
ADI,2
MMC,10
BBWI,9
SHW,9
PKI,1
AMZN,3
CTAS,1
HCA,10
RCL,0
IPGP,2
PG,4
TYL,3
TECH,9
LYB,6
CHD,6
FRT,8
KIM,8
DISCK,4
MKC,1
BAC,5
IT,0
APD,6
XEL,7
HSY,10
PGR,4
MRK,9
EVRG,7
AVB,8
VTRS,6
ECL,6
REGN,1
IFF,4
LMT,4
RTX,0
HLT,0
DXC,4
LUMN,4
WEC,7
