,0
LNT,4
KEY,7
VTR,10
AES,8
HD,5
BWA,0
WELL,10
EXR,10
ABT,1
CPB,8
PNR,0
UDR,10
PPL,4
KMB,8
DLR,10
ATO,4
DISH,8
DPZ,2
LLY,8
NFLX,5
INCY,2
TPR,10
CVX,9
GPS,10
ILMN,1
VFC,2
LEG,2
EW,1
MAA,10
OXY,5
LUV,8
KR,8
BKR,5
CE,2
TDY,5
PXD,7
CCI,10
AAP,1
RL,2
PAYX,1
NDAQ,8
ALL,1
GL,7
AON,9
PEP,8
NTAP,6
ACN,1
WU,6
TT,0
IEX,0
TMUS,5
CDW,3
HSIC,1
NVR,0
AKAM,3
HBAN,7
L,9
JCI,0
PLD,10
GWW,5
RE,10
DISCA,6
NSC,0
ADBE,3
DHR,9
AMT,10
MPWR,2
CSCO,6
GILD,8
CAH,8
CAG,0
EBAY,9
RHI,2
MHK,0
RF,7
ITW,0
TER,0
LOW,6
HES,5
LNC,7
CBOE,9
AAPL,6
BIO,8
CVS,6
PEAK,10
ROP,0
CBRE,0
PM,8
ALK,1
BXP,10
IP,0
SRE,5
GPC,8
KMX,0
XOM,9
MAR,2
BAX,1
MOS,8
CCL,9
QCOM,0
TRMB,2
D,4
UAA,2
XRAY,5
APH,1
EMR,0
EL,6
URI,7
BRO,1
AEP,4
ABBV,1
VRTX,0
XYL,0
TDG,5
ED,4
AWK,4
MO,8
GS,7
AVGO,5
AVY,0
NKE,2
EXPE,5
STE,6
BSX,1
NCLH,2
SNPS,3
PCAR,0
UNH,6
EQIX,10
MDLZ,8
NWL,5
GIS,6
SBUX,1
EXC,4
LEN,0
WY,8
LDOS,6
ALGN,3
PFG,7
MA,3
GLW,1
GNRC,6
SIVB,7
PVH,2
HBI,2
UAL,1
JKHY,6
VLO,0
TWTR,9
DRE,10
ANTM,6
ABC,9
SPGI,9
ODFL,3
ANSS,3
STZ,8
GOOGL,3
ORLY,8
LKQ,5
UPS,0
ICE,9
AZO,1
BMY,1
SNA,0
K,8
IBM,5
ROK,0
NEM,9
ADI,2
MMC,9
BBWI,3
SHW,1
PKI,1
AMZN,3
CTAS,2
HCA,6
RCL,2
IPGP,0
PG,8
TYL,3
TECH,10
LYB,0
CHD,10
FRT,10
KIM,10
DISCK,6
MKC,8
BAC,7
IT,1
APD,9
XEL,4
HSY,8
PGR,1
MRK,1
EVRG,4
AVB,10
VTRS,0
ECL,6
REGN,6
IFF,0
LMT,5
RTX,2
HLT,2
DXC,5
LUMN,2
WEC,4
