,0
OXY,7
LUV,2
KR,2
BKR,7
CE,3
TDY,2
PXD,6
CCI,2
AAP,0
RL,6
PAYX,5
NDAQ,8
ALL,5
GL,8
AON,8
PEP,5
NTAP,0
ACN,9
WU,2
TT,3
IEX,3
TMUS,8
CDW,8
HSIC,7
NVR,0
AKAM,10
HBAN,1
L,8
JCI,7
PLD,5
GWW,9
RE,2
DISCA,7
NSC,0
ADBE,10
DHR,3
AMT,2
MPWR,10
CSCO,6
GILD,8
CAH,8
CAG,6
EBAY,0
RHI,3
MHK,9
RF,1
ITW,3
TER,10
LOW,6
HES,7
LNC,1
CBOE,9
AAPL,10
BIO,0
CVS,6
PEAK,5
ROP,3
CBRE,7
PM,5
ALK,0
BXP,5
IP,0
SRE,4
GPC,0
KMX,7
XOM,7
MAR,0
BAX,9
MOS,6
CCL,8
QCOM,6
TRMB,6
D,4
UAA,10
XRAY,9
APH,9
EMR,3
EL,3
URI,3
BRO,6
AEP,4
ABBV,9
VRTX,6
XYL,3
TDG,0
ED,4
AWK,4
MO,6
GS,1
AVGO,10
AVY,8
NKE,9
EXPE,6
STE,2
BSX,9
NCLH,6
SNPS,2
PCAR,0
UNH,6
EQIX,2
MDLZ,6
NWL,2
GIS,8
SBUX,9
EXC,4
LEN,6
WY,4
LDOS,2
ALGN,2
PFG,1
MA,9
GLW,6
GNRC,2
SIVB,1
PVH,6
HBI,6
UAL,7
JKHY,6
VLO,7
TWTR,2
DRE,5
ANTM,6
ABC,8
SPGI,8
ODFL,3
ANSS,10
STZ,6
GOOGL,10
ORLY,0
LKQ,0
UPS,0
ICE,9
AZO,0
BMY,7
SNA,7
K,6
IBM,0
ROK,3
NEM,8
ADI,10
MMC,8
BBWI,3
SHW,3
PKI,3
AMZN,2
CTAS,3
HCA,7
RCL,0
IPGP,8
PG,5
TYL,2
TECH,2
LYB,3
CHD,5
FRT,5
KIM,5
DISCK,7
MKC,5
BAC,1
IT,0
APD,3
XEL,4
HSY,8
PGR,6
MRK,8
EVRG,4
AVB,5
VTRS,8
ECL,9
REGN,7
IFF,3
LMT,2
RTX,8
HLT,0
DXC,10
LUMN,7
WEC,4
