,0
INTU,6
TMO,10
PKG,3
AOS,5
FCX,9
DVN,9
FLT,10
NTRS,1
FTNT,4
INTC,6
O,9
EOG,9
PRU,1
FDX,8
DIS,5
ETR,7
EA,0
NUE,5
ZION,1
ZBRA,10
FMC,4
STT,3
SLB,3
CAT,0
MTB,1
TSLA,0
CMG,10
TXT,6
LYV,0
CL,6
PFE,8
BRK-B,5
BR,6
CNP,7
AEE,7
ADP,6
EMN,4
NOW,0
WYNN,0
APA,9
KMI,3
APTV,3
GM,2
HST,6
CINF,6
AAL,4
WST,10
ATVI,6
CTXS,5
NLOK,5
ENPH,2
ESS,9
EFX,2
DLTR,5
POOL,10
ULTA,6
MLM,3
BLL,2
HAL,3
PPG,4
DE,2
VZ,6
HRL,0
HUM,2
RSG,8
STX,6
EQR,9
CMA,1
IRM,6
VRSN,2
ROST,5
AMP,3
NVDA,0
J,8
NWSA,3
JBHT,8
WHR,5
AMCR,3
CMCSA,5
NRG,10
PSA,2
MPC,2
SBAC,6
MU,0
SCHW,1
MCO,0
SJM,6
MGM,4
HIG,8
ABMD,6
LIN,5
PSX,2
VRSK,6
NI,7
PNW,7
CTSH,0
DTE,7
AJG,8
TRV,6
NEE,7
DVA,5
OMC,2
CRL,10
GD,8
TAP,6
CLX,6
CF,4
HPQ,5
PH,8
FITB,1
FAST,0
PEG,7
NXPI,4
MNST,2
DFS,1
IPG,0
MRO,9
MCHP,0
MET,1
C,1
A,4
HAS,2
JNJ,8
COP,3
CHTR,5
BDX,10
WAT,10
IVZ,3
CMS,7
TSCO,3
FISV,5
VMC,3
MS,1
KLAC,6
FE,7
ES,7
SO,7
DD,4
FFIV,4
LRCX,6
LHX,10
TJX,6
DUK,7
KO,5
BLK,5
NLSN,0
FB,0
AFL,5
JPM,1
SWKS,0
WM,8
EXPD,8
TFX,10
COO,10
DRI,0
HOLX,10
CRM,0
ALLE,0
BA,8
ORCL,5
SYK,6
DGX,10
TXN,0
JNPR,6
ISRG,10
TTWO,10
ALB,4
PTC,10
RMD,6
FIS,10
SYY,2
F,2
NOC,8
MAS,3
LVS,6
HII,8
MDT,10
NWS,4
T,10
BF-B,6
USB,1
WBA,2
CSX,8
MTD,10
PWR,6
V,4
AIZ,5
ZBH,10
DXCM,6
WMT,4
GE,5
WDC,0
OKE,3
GRMN,5
WMB,3
CHRW,3
MSI,4
BK,1
CTRA,9
