,0
CBRE,2
PM,5
ALK,2
BXP,5
IP,4
SRE,0
GPC,1
KMX,6
XOM,7
MAR,1
BAX,4
MOS,10
CCL,1
QCOM,1
TRMB,6
D,0
UAA,1
XRAY,10
APH,2
EMR,4
EL,6
URI,7
BRO,1
AEP,0
ABBV,2
VRTX,10
XYL,9
TDG,4
ED,0
AWK,0
MO,1
GS,9
AVGO,1
AVY,4
NKE,8
EXPE,7
STE,2
BSX,6
NCLH,10
SNPS,8
PCAR,1
UNH,10
EQIX,0
MDLZ,10
NWL,6
GIS,10
SBUX,1
EXC,0
LEN,6
WY,6
LDOS,6
ALGN,8
PFG,9
MA,8
GLW,1
GNRC,2
SIVB,3
PVH,3
HBI,10
UAL,1
JKHY,6
VLO,4
TWTR,8
DRE,5
ANTM,1
ABC,10
SPGI,9
ODFL,8
ANSS,8
STZ,10
GOOGL,8
ORLY,4
LKQ,2
UPS,1
ICE,9
AZO,2
BMY,4
SNA,4
K,6
IBM,7
ROK,4
NEM,10
ADI,1
MMC,10
BBWI,1
SHW,2
PKI,2
AMZN,7
CTAS,2
HCA,2
RCL,9
IPGP,2
PG,6
TYL,8
TECH,2
LYB,4
CHD,5
FRT,5
KIM,6
DISCK,10
MKC,6
BAC,9
IT,2
APD,4
XEL,0
HSY,6
PGR,1
MRK,1
EVRG,0
AVB,5
VTRS,10
ECL,2
REGN,10
IFF,6
LMT,6
RTX,7
HLT,1
DXC,2
LUMN,6
WEC,0
