,0
IP,0
SRE,9
GPC,1
KMX,10
XOM,6
MAR,3
BAX,5
MOS,10
CCL,8
QCOM,8
TRMB,3
D,5
UAA,1
XRAY,3
APH,0
EMR,6
EL,3
URI,6
BRO,5
AEP,9
ABBV,7
VRTX,2
XYL,6
TDG,8
ED,9
AWK,9
MO,5
GS,4
AVGO,8
AVY,10
NKE,10
EXPE,3
STE,0
BSX,5
NCLH,8
SNPS,2
PCAR,6
UNH,5
EQIX,8
MDLZ,7
NWL,4
GIS,0
SBUX,7
EXC,9
LEN,7
WY,7
LDOS,5
ALGN,6
PFG,4
MA,10
GLW,0
GNRC,8
SIVB,4
PVH,1
HBI,10
UAL,1
JKHY,2
VLO,6
TWTR,7
DRE,10
ANTM,5
ABC,5
SPGI,2
ODFL,7
ANSS,8
STZ,3
GOOGL,8
ORLY,10
LKQ,10
UPS,7
ICE,2
AZO,10
BMY,5
SNA,1
K,7
IBM,10
ROK,7
NEM,10
ADI,8
MMC,5
BBWI,1
SHW,2
PKI,2
AMZN,2
CTAS,10
HCA,5
RCL,8
IPGP,1
PG,0
TYL,8
TECH,2
LYB,6
CHD,8
FRT,9
KIM,1
DISCK,1
MKC,8
BAC,4
IT,10
APD,10
XEL,9
HSY,0
PGR,0
MRK,0
EVRG,9
AVB,10
VTRS,3
ECL,3
REGN,8
IFF,3
LMT,8
RTX,8
HLT,3
DXC,10
LUMN,0
WEC,9
