,0
NVR,2
AKAM,8
HBAN,6
L,7
JCI,10
PLD,9
GWW,2
RE,1
DISCA,10
NSC,2
ADBE,4
DHR,8
AMT,9
MPWR,4
CSCO,7
GILD,7
CAH,4
CAG,3
EBAY,1
RHI,8
MHK,3
RF,6
ITW,5
TER,4
LOW,3
HES,10
LNC,6
CBOE,2
AAPL,1
BIO,8
CVS,10
PEAK,9
ROP,3
CBRE,5
PM,3
ALK,5
BXP,9
IP,5
SRE,0
GPC,2
KMX,5
XOM,8
MAR,5
BAX,8
MOS,10
CCL,7
QCOM,1
TRMB,8
D,0
UAA,5
XRAY,2
APH,4
EMR,5
EL,9
URI,10
BRO,7
AEP,0
ABBV,2
VRTX,8
XYL,7
TDG,2
ED,0
AWK,0
MO,3
GS,6
AVGO,4
AVY,5
NKE,5
EXPE,1
STE,4
BSX,8
NCLH,5
SNPS,4
PCAR,5
UNH,8
EQIX,7
MDLZ,10
NWL,3
GIS,3
SBUX,8
EXC,0
LEN,10
WY,8
LDOS,10
ALGN,1
PFG,6
MA,4
GLW,7
GNRC,5
SIVB,6
PVH,5
HBI,5
UAL,4
JKHY,1
VLO,1
TWTR,10
DRE,9
ANTM,5
ABC,7
SPGI,4
ODFL,8
ANSS,4
STZ,3
GOOGL,8
ORLY,2
LKQ,5
UPS,10
ICE,7
AZO,3
BMY,10
SNA,3
K,3
IBM,2
ROK,5
NEM,2
ADI,4
MMC,7
BBWI,5
SHW,5
PKI,8
AMZN,3
CTAS,2
HCA,2
RCL,4
IPGP,4
PG,3
TYL,4
TECH,5
LYB,10
CHD,3
FRT,9
KIM,3
DISCK,10
MKC,8
BAC,6
IT,8
APD,2
XEL,0
HSY,3
PGR,8
MRK,7
EVRG,0
AVB,9
VTRS,2
ECL,3
REGN,5
IFF,5
LMT,8
RTX,3
HLT,5
DXC,10
LUMN,8
WEC,0
